note,type,value,exactMatch,partialMatch,matchValue,typeMatch
cultural heritage museum,loc,her beautiful Palace,,,,False
scholar,per,Edward Everett Hale,exact,,Edward Everett Hale,True
,per,a sweet clean wife,,,,False
artist-painter,per,daughter,,,,False
artist-painter,per,Ellen Hale,exact,,Ellen Hale,True
,per,the Fletchers [Mr. Fletcher],,,,False
,per,the Fletchers [Mrs. Fletcher],,,,False
city,loc,Cambridge,exact,,Cambridge,True
,per,Mr. Thayer,,,,False
,per,his wife,,,,False
,per,Bessie Ware,,,,False
artist-writer,per,Logan,exact,,Logan,True
accommodation,loc,Hotel Somerset,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Sunday, Nov. 29, 1903",,,,False
,per,Charles Tyler,,partial,Charles,True
architect,per,Fox,,,,False
,per,tyler,exact,,Tyler,True
business,org,Pullman,,,,False
city,loc,Newburyport,,,,False
transportation vessel,misc,"""Mr. White""",,,,False
city,loc,Newburyport,,,,False
neighborhood,loc,Hampton Beach,,,,False
city,loc,Hampton  ,,,,False
,per,B. B.,exact,,B. B.,True
,per,Tyler,exact,,Tyler,True
,per,Gertrude Moulton,,partial,Gertrude,True
,loc,Union Club,,,,False
,per,Mr. Tyler,,partial,Tyler,True
region,loc,the West,,,,False
criminal,per,a Texan,,,,False
,per,B. B.,exact,,B. B.,True
,per,Billy Taylor,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Ray,,,,False
,per,Bernhard ,,partial,Bernhard,False
accommodation,loc,Hotel Somerset,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Monday, Nov. 30, 1903",,,,False
,per,B. B.,exact,,B. B.,True
cultural heritage institution,loc,Museum,exact,,Museum,True
,per,Mrs. Rogers,,,,False
philanthropic,org,home for underpaid shop-girls,,,,False
,per,Miss Sarah Gardiner,,,,False
art collector,per,the Bullards [Mr. Bullard],,,,False
,per,the Bullards [Mrs. Bullard],,,,False
art collection,misc,Mr. Bullard's collection,,,,False
print,misc,Whistler etchings and lithographs,,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
religious figure,per,Mrs. Longyear,,partial,Longyear,True
,per,Mrs. Perry,,,,False
artist-photographer,per,Mr. Dow,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-photographer,per,Mr. Dow,,,,False
,per,B. B.,exact,,B. B.,True
artist-illustrator,per,Miss Fanny Alexander,,,,False
art critic,per,Ruskin,,,,False
,per,B.B.,exact,,B.B.,True
cultural,org,Kneisel Quartette,,,,False
city,loc,Cambridge,exact,,Cambridge,True
,per,Mrs. Ross,,partial,Ross,True
,misc,Kruzer Sonata,,,,False
artist-composer,per,Beethoven,,,,False
accommodation,loc,Hotel Somerset,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Tuesday, Dec. 1, 1903",,,,False
art collector,per,Mrs. Gardner,,partial,Gardner,True
artist-musician,per,Melba,,,,False
cultural heritage institution,loc,Symphony Hall,,,,False
city,loc,Concord,,,,False
art historian,per,Edward Forbes,,,,False
public figure / artist-writer,per,Emerson,,,,False
cultural heritage institution,loc,"""School of Philosophy""",,,,False
academic,org,"""School of Philosophy""",,,,False
historic,loc,Hawthorne’s house,,,,False
artist-writer,per,Hawthorne,,,,False
,per,Miss Emerson,,,,False
historic,loc,Emerson’s study,,,,False
education,loc,Middlesex school,,,,False
city,loc,Concord,,,,False
lawyer,per,tucker Burr,,,,False
medical professional,per,[Mr. Minot],,,,False
,per,Mrs. Minot,,,,False
medical professional,per,[Mr. Thorndyke],,,,False
,per,Mrs. Thorndyke,,,,False
lawyer ,per,[Mr. Warren],,,,False
,per,[Mrs. Sam Warren],,,,False
professor,per,the Barrett Wendells [Mr. Barrett Wendell],,,,False
,per,the Barrett Wendells [Mrs. Barrett Wendell],,,,False
lawyer,per,Tucker,,,,False
lawyer,per,Mr. Burr,,,,False
,per,B. B.,exact,,B. B.,True
accommodation,loc,Hotel Somerset,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Wednesday, Dec. 2, 1903",,,,False
,per,Bernhard,exact,,Bernhard,False
religious beliefs / practices,misc,[Chrisitan Science treatment],,,,False
religious figure,per,Mrs. Longyear,,partial,Longyear,True
,per,Mrs. Tyler,,partial,Tyler,True
,per,B.B.,exact,,B.B.,True
art collector,per,Mr. Bullard,,,,False
artist-writer,per,Mrs. Elliott,,,,False
artist-writer,per,Julia Ward Howe,,,,False
,per,Mrs. Higginson,,partial,Higginson,True
,per,Mrs. Rogers,,,,False
neighborhood,loc,Savin Hill,,,,False
accommodation,loc,Hotel Somerset,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Thursday, Dec. 3, 1903",,,,False
,per,B. B.,exact,,B. B.,True
city,loc,Cambridge,exact,,Cambridge,True
professor,per,Wendell,,,,False
professor,per,Royce,,partial,Josiah Royce,True
scholar,per,Miss Norton,,,,False
lawyer,per,the Sam Warrens [Mr. Warren],,,,False
,per,the Sam Warrens [Mrs. Warren],,,,False
professor,per,Mr. and Mrs. Coolidge [Mr. Coolidge],,,,False
,per,Mr. and Mrs. Coolidge [Mrs. Coolidge],,,,False
art collector,per,Templeman Coolidge,,,,False
curator,per,The Robinsons [Mr. Robinson],,,,False
,per,The Robinsons [Mrs. Robinson],,,,False
public figure / artist-painter,per,Denman Ross,,partial,Denman,False
art historian,per,Pritchard,,,,False
public figure / artist-painter,per,Mr. Ross,,partial,Ross,True
curator,per,Mr. Robinson,,,,False
curator,per,Mr. Robinson,,,,False
painting,misc,the Perugino,,,,False
artist-painter,per,Perugino,,,,False
accomodation,loc,Guernsey Hall,,,,False
city,loc,Princeton,,,,False
state,loc,New Jersey,,,,False
,date,"Friday, Dec. 4, 1903",,,,False
business,org,Pullman car,,,,False
state,loc,New York,exact,,New York,True
art historical adjective,misc,Cyclopean,,,,False
town,loc,San Gemignano,,,,False
scholar,per,Mrs. Marquand,,,,False
art historian,per,Mr. Marquand,,,,False
student / scholar,per,Mr. Morey,,,,False
professor,per,Freddie Pease,,,,False
accomodation,loc,Guernsey Hall,,,,False
city,loc,Princeton,,,,False
state,loc,New Jersey,,,,False
,date,"Saturday, Dec. 5, 1903",,,,False
school,loc,the college,,,,False
architect,per,Mr. Potter,,,,False
architect,per,Walter Cope,,,,False
"school, part of",loc,Walter Cope's building,,,,False
art historian,per,Bernhard,exact,,Bernhard,False
scholar,per,Mrs. Marquand,,,,False
scholar,per,Mr. Marquand,,,,False
,per,Mr. Cross,,partial,Ross,True
artist-writer,per,George Eliot,,,,False
accomodation,loc,Guernsey Hall,,,,False
city,loc,Princeton,,,,False
state,loc,New Jersey,,,,False
,date,"Sunday, Dec. 6, 1903",,,,False
sculpture,misc,Saint Gaudens monument,,,,False
artist-scultpor,per,Saint Gaudens,,,,False
sculpture,misc,La Farge and Lathrop (?) windows,,,,False
artist-sculptor,per,La Farge,,,,False
artist-sculptor,per,Lathrop,,,,False
professor,per,Mr. Morey,,,,False
professor,per,Mr. Pease ,,,,False
scholar,per,Mr. Butler,,,,False
landmark,loc,Orontes,,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Monday, Dec. 7, 1903",,,,False
artist-painter,per,August Jacacci,,,,False
artist-painter,per,Mr. Jacacci,,,,False
artist-painter,per,Mr. Kenyon Dox,,,,False
artist-painter,per,Mr. Jacacci,,,,False
art described by region,misc,Italian pictures,,partial,Italian,True
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Tuesday, Dec. 8, 1903",,,,False
business,loc,the Bank,,,,False
public figure,per,Mr. Garrison,,,,False
newspaper,misc,The Nation,,,,False
journalist,per,Mr. Mather,,,,False
artist-writer,per,Hutchins,,,,False
artist-writer,per,Neith,,,,False
,per,her father,,,,False
,per,her mother,,,,False
artist-writer,per,Norman,,,,False
social reformer,per,Wife,,,,False
,per,Florence Dike (Reynolds),,,,False
,per,Bernhard,exact,,Bernhard,False
art collector,per,Mr. Winthrop,,,,False
artist-writer,per,Norman,,,,False
artist-illustrator,per,Charles Dana Gibson,,partial,Charles,True
scholar,per,George Carpenter,,,,False
state,loc,California,,,,False
country,loc,New Zealand,,,,False
continent,loc,Europe,exact,,Europe,False
banker,per,Tucker Burr,,,,False
accomodation,loc,the Somerset,,,,False
,per,Mr. Berenson,,,,False
,per,Burrnarrd,,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, Dec. 9, 1903",,,,False
art collector,per,Mr. Bullard,,,,False
article,misc,[article by Bernard Berenson],,,,False
article,misc,[article by Bernard Berenson],,,,False
magazine,misc,Burlington Magazine,,,,False
art collector,per,Francis Bullard,,,,False
accomodation,loc,a strange Settlement,,,,False
region,loc,Catskill Mountains,,,,False
public figure,per,the founder,,,,False
public figure,per,Mr. W. D. Murphy,,,,False
artist-painter,per,Mr. Kenyon Cox,,,,False
cultural,misc,portrait exhibition,,,,False
artist-writer,per,Norman,,,,False
painting,misc,the Sargents,,,,False
artist-painter,per,Sargeant,,partial,Sargeants7,False
public figure / artist-painter,per,Denman Ross,,partial,Denman,False
artist-poet,per,Wordsworth,,,,False
,misc,Intimations of Immorality,,,,False
painting,misc,the Whistler,,,,False
artist-painter,per,Whistler,,partial,Turner - Whistler-esque,False
city,loc,Santa Barbara,,,,False
banker,per,Mr. Ilsley,,,,False
city,loc,Milwaukee,,,,False
,per,Mrs. Hooker,,,,False
city,loc,Santa Barbara,,,,False
continent,loc,Europe,exact,,Europe,False
country,loc,Italy,,,,False
city,loc,[Florence],,,,False
region,loc,the Riviera,,,,False
city,loc,Venice,,,,False
city,loc,Munich,,,,False
city,loc,Dresden,,,,False
city,loc,Paris,,,,False
cultural,misc,Portrait Exhibition,,,,False
artist-writer,per,Norman,,,,False
artist-painter,per,Sargeant,,partial,Sargeants7,False
artist-painter,per,Mr. Kenyon Cox,,,,False
painting,misc,[painting by Kenyon Cox],,,,False
artist-sculptor,per,St. Gaudens,,,,False
sculpture,misc,[medal by Augustus St. Gaudens],,,,False
sculpture,misc,[relief by Augustus St. Gaudens],,,,False
,per,Bernhard,exact,,Bernhard,False
cultural heritage institution,loc,Metropolitan Museum,,partial,Museum,True
artist-sculptor,per,Mr. Story,,,,False
public figure,per,Cottenet,,,,False
,per,Miss Satey Fairchild,,,,False
cultural,misc,the Exhibition,,,,False
artist-composer,per,Blair,,,,False
public figure,per,Cottenet,,,,False
,per,Bernhard,exact,,Bernhard,False
club,loc,Century Association,,,,False
businessperson,per,Sir William Van Horn,,,,False
artist-painter,per,La Farge,,,,False
,per,Mr. Carey,,,,False
artist-painter,per,Jacacci,,,,False
businessperson,per,Van Horn,,,,False
business,org,Canadian Pacific,,,,False
country,loc,Cuba,,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Thursday, Dec. 10, 1903",,,,False
,per,Bernhard,exact,,Bernhard,False
public figure,per,Cesnola,,,,False
cultural heritage institution,loc,the Museum,,partial,Museum,True
neighborhood,loc,Brooklyn,,,,False
artist-painter,per,Hamilton Field,,,,False
artist-painter,per,Roger,,,,False
artist-poet,per,Trevy,,,,False
city,loc,New York,exact,,New York,True
,per,Florence Mosher,,,,False
art collector,per,Ned Warren,,,,False
city,loc,Boston,exact,,Boston,True
,per,Bernhard,exact,,Bernhard,False
businessperson,per,[William Cornelius Van Horne],,,,False
artist-sculptor,per,[John La Farge],,,,False
,per,[Mr.  Carey],,,,False
artist-painter,per,[Mr.  Jaccaci],,,,False
accomodation,loc,Waldorf Astoria Hotel,,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Friday, Dec. 11, 1903",,,,False
street,loc,Fifth Avenue,,,,False
art collector,per,Mr. Bullard,,,,False
art collector,per,Mr. Grenville Winthrop,,,,False
architect,per,Mr. Hastings,,,,False
cultural heritage institution,loc,Library,exact,,Library,True
"art style, period, or movement",misc,XVIII century art,,,,False
"art style, period, or movement",misc,Beaux Arts,,,,False
historic,misc,the revolution,,,,False
artist-poet,per,Carman,,,,False
athlete,per,the Dunnes [Mr. Dunne],,,,False
,per,the Dunnes [Mrs. Dunne],,,,False
athlete,per,Mrs. Abbott,,,,False
,per,Mrs. Chapman,,,,False
art collector,per,Ned Warren,,,,False
art collector,per,Mr. Marshall,,,,False
street,loc,Irving Place,,,,False
art collector,per,Ned,,,,False
country,loc,America,exact,,America,True
art collector,per,Ned,,,,False
city,loc,Boston,exact,,Boston,True
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, Dec. 12, 1903",,,,False
business,loc,Tiffany glass works,,,,False
,per,Bond,exact,,Bond,False
,per,Bond,exact,,Bond,False
cultural,misc,Christmas,,,,False
cultural,misc,Christmas,,,,False
business,org,Tiffany's,,,,False
,per,Bond,exact,,Bond,False
governmental,loc,Court of Appeal,,,,False
artist-painter,per,Kenyon Cox,,,,False
mural,misc,[decorations by Kenyon Cox],,,,False
,per,Bernhard,exact,,Bernhard,False
art historian,per,Mr. Van Dyke,,,,False
club,loc,the Century,,,,False
,per,Florence,,partial,Florence Trip,True
,loc,the Arts,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,B.B.,exact,,B.B.,True
country,loc,America,exact,,America,True
,per,Mrs. George Carpenter,,,,False
,per,Mrs. Manson,,,,False
,per,Cora Burr Harden,,,,False
,per,Bernhard,exact,,Bernhard,False
public figure / businessman,per,Mr. Laffan,,,,False
newspaper,misc,the Sun,,,,False
artist-writer,per,Norman,,,,False
philosopher / public figure,per,the Crolys [Mr. Crolys],,,,False
,per,the Crolys [Mrs. Crolys],,,,False
artist-painter,per,Kenyon Cox,,,,False
,per,Miss Eisham,,,,False
artist-painter,per,Bernhard,exact,,Bernhard,False
artist-painter,per,Kenyon Cox,,,,False
businessperson,per,Van Horne,,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Sunday, Dec. 13, 1903",,,,False
art collector / art dealer,per,Mr. Eugene Glaenzer,,,,False
public figure / businessman,per,Laffone,,,,False
artist-musician,per,Fuchs,,,,False
print,misc,a so-called Correggio,,,,False
artist-painter,per,Correggio,,,,False
art collector,per,Mr. Richardson,,,,False
neighborhood,loc,Flushing,,,,False
region,loc,Long Island,,,,False
artist-sculptor,per,Edith,,,,False
artist-painter / curator,per,Bryson Burroughs,,,,False
artist-writer,per,Norman,,,,False
philosopher / public figure,per,the Crolys [Mr. Crolys],,,,False
,per,the Crolys [Mrs. Crolys],,,,False
artist-painter,per,the Alexanders [Mr. Alexander],,,,False
,per,the Alexanders [Mrs. Alexander],,,,False
,per,Mr. Van Dyke,,,,False
artist-writer,per,Mr. Steffens,,,,False
,per,Mrs. Cadwallader Jones,,,,False
,per,Mrs. Sorchon,,,,False
artist-actor,per,Goellet the actor,,,,False
artist-writer,per,R.L. Stevenson,,,,False
,per,[R.L. Stevenson's widow],,,,False
artist-writer,per,her son,,,,False
social reformer ,per,Emilie,,,,False
,per,Bernhard,exact,,Bernhard,False
,date,"Monday, Dec. 14, 1903",,,,False
city,loc,Albany,,,,False
landmark,loc,the Hudson,,,,False
,per,Mrs. Richmond,,,,False
,per,Mr. Fenimore Cooper,,,,False
artist-writer,per,the novelist,,,,False
,per,Mr. Cooper,,,,False
painting,misc,a Holbein,,,,False
artist-painter,per,Holbein,,,,False
,per,Mr. Thacker,,,,False
lecture,misc,my lecture,,,,False
,per,the Richmonds,,,,False
,per,the Richmonds [Mr. Richmond],,,,False
public figure / politial figure,per,[Mr. Parsons],,,,False
public figure / scholar,per,Mrs. Parsons,,,,False
public figure,per,the President,,,,False
governmental,loc,State Education Bureau,,,,False
city,loc,Albany,,,,False
country,loc,America,exact,,America,True
,per,Bernhard,exact,,Bernhard,False
art collector / art dealer,per,Glaenzer,,,,False
artist-sculptor,per,La Farge,,,,False
,per,the Chapmans [Mr.],,,,False
,per,the Chapmans [Mrs. Chapman],,,,False
artist-painter,per,Sargeant,,partial,Sargeants7,False
artist-painter,per,he,,partial,Theodore Dwight,True
scholar,per,George Carpenter,,,,False
club,loc,the Club,,,,False
artist-sculptor,per,La Farge,,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Tuesday, Dec. 15, 1903",,,,False
artist-painter,per,Mr. Palmer,,,,False
city,loc,Albany,,,,False
,per,Miss Davidge,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-writer,per,Norman Hapgood,,,,False
,per,Jerome,,,,False
artist-writer,per,Hodder,,,,False
,per,Goelet,,,,False
businessman / public figure,per,Collier,,,,False
artist-painter,per,Alexander,,,,False
artist-writer,per,Dunne,,,,False
artist-writer / artist-illustrator,per,Herford,,,,False
artist-playwright,per,Clyde Fitch,,,,False
artist-actor,per,Miss Elsie de Wolfe,,,,False
producer,per,Miss Marbury,,,,False
artist-actor,per,Miss de Wolfe,,,,False
public figure,per,Gladys,,,,False
landmark,loc,Versailles,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-writer / artist-illustrator,per,Herford,,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, Dec. 16, 1903",,,,False
,per,Mrs. Bullard,,,,False
,per,Mrs. Davis,,partial,Davis,True
country,loc,Italy,,,,False
,per,the Young Lady,,,,False
,per,Rawlins Cottenett,,,,False
,per,Mrs. Sorchau,,,,False
bookseller,per,Mr. Robin Grey,,,,False
restaurant,loc,Sherry’s,,,,False
artist-writer,per,Neith,,,,False
art historian,per,Fenellosas [Mr. Fenellosa],,,,False
artist-writer,per,Fenellosas [Mrs. Fenellosa],,,,False
journalist,per,Steffens [Mr. Steffens],,,,False
artist-writer,per,Hodder,,,,False
artist-writer,per,Norman Hapgood,,,,False
artist-painter,per,Alexanders [Mr. Alexander],,,,False
,per,Alexanders [Mrs. Alexander],,,,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Thursday, Dec. 17, 1903",,,,False
,per,Bernhard,exact,,Bernhard,False
artist-sculptor,per,Mr. Lathrop,,,,False
businessperson,per,Mr. Hyde,,,,False
athlete,per,Miss Platt,,,,False
,per,Mr. Gregory,,,,False
,per,Cottenett,,,,False
architect,per,Chapmans [Mr. Chapman],,,,False
,per,Chapmans [Mrs. Chapman],,,,False
,per,[Mr. Lawrence],,,,False
,per,Mrs. Lawrence,,,,False
cultural,misc,Concert of Old Music,,,,False
,per,Bernhard,exact,,Bernhard,False
accomodation,loc,Hotel Plaza,,,,False
city,loc,New York,exact,,New York,True
,date,"Friday, Dec. 18, 1903",,,,False
,per,Cora Hardon,,,,False
,per,Bernhard,exact,,Bernhard,False
public figure,per,Mr. Rhinelander,,,,False
,per,President of the Board of Trustees,,,,False
cultural heritage institution,loc,Metropolitan Meseum,,,,False
curator / public figure,per,the Curator,,partial,Curator,False
curator / public figure,per,Cesnola,,,,False
proper noun adjective,misc,Italian ,,partial,Italian,True
art collector,per,Ned Warren,,,,False
sculpture,misc,David “Leonardo”,,,,False
art historian,per,Mr. Richard Norton,,,,False
art collector,per,Davis,exact,,Davis,True
newspaper,misc,the Nation,,,,False
,per,B. B.,exact,,B. B.,True
,per,Mansons [Mr. Manson],,,,False
,per,Mansons [Mrs. Manson],,,,False
,per,Mansons [Mr. Manson],,,,False
public figure / businessman,per,Mr. Laffan,,,,False
businessperson,per,[Mr. Gayley],,,,False
,per,Mrs. Gayley,,,,False
estate,loc,Tranquillity Farm,,,,False
governmental,loc,Allamuchy Post Office,,,,False
region,loc,Warren County,,,,False
state,loc,New Jersey,,,,False
,date,"Saturday, Dec. 19, 1903",,,,False
city,loc,Hackettstown,,,,False
public figure,per,[Mr. Rutherford Stuyvesant],,,,False
,per,Mrs. Rutherford Stuyvesant,,,,False
,per,Mrs. Chapman,,,,False
estate,loc,“Tranquillity Farm”,,,,False
city,loc,Allamuchy,,,,False
,per,Mrs. Rutherford Stuyvesant,,,,False
proper noun adjective,misc,French,exact,,French,True
proper noun adjective,misc,French,exact,,French,True
public figure,per,Mr. Stuyvesant,,,,False
public figure,per,Mr. Rutherford,,,,False
proper noun adjective,misc,English,,,,False
landmark,loc,a house near by,,,,False
estate,loc,Tranquillity Farm,,,,False
,date,"Saturday, Dec. 20, 1903",,,,False
,per,Bernhard,exact,,Bernhard,False
public figure,per,Stuyvesants [Mr. Stuyvesant],,,,False
,per,Stuyvesants [Mrs. Stuyvesant],,,,False
historic,per,Soloman,,,,False
cultural heritage institution,loc,Museum,exact,,Museum,True
,per,Mrs. Stuyvesant,,,,False
,per,Bernhard,exact,,Bernhard,False
architect,per,Mr. Chapman,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Monday, Dec. 21, 1903",,,,False
,per,Miss Chanler,,,,False
,per,Cora Harden,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Fafner,,,,False
,per,Bond,exact,,Bond,False
,per,Josephine,,,,False
,per,Bond,exact,,Bond,False
,per,Josephine,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Tuesday, Dec. 22, 1903",,,,False
businessperson,per,Mr. Yerkes,,,,False
textiles,misc,Persian rugs,,,,False
painting,misc,one or two forgeries by Costantini,,,,False
artist-painter,per,Constantini,,,,False
,per,Florence,,partial,Florence Trip,True
,per,Mrs. Hewett,,,,False
,per,Mrs. Russell,,,,False
public figure / scholar,per,Mrs. Parsons,,,,False
,per,Mrs. (Florence Lockwood) Grant Lafarge,,,,False
,per,Mrs. Harry Wharton,,,,False
,per,Florence Mosher,,,,False
artist-actor,per,Miss Carlyle,,,,False
artist-poet,per,Bliss Carman,,,,False
,per,Mancuse Conway,,,,False
artist-painter,per,Alexanders [Mr. Alexander],,,,False
,per,Alexanders [Mrs. Alexander],,,,False
,per,Truches [Mr. Truche],,,,False
,per,Truches [Mrs. Truche],,,,False
,per,Mrs. Jacacci,,,,False
artist-writer,per,Norman,,,,False
artist-painter,per,Kenyon Coxes [Mr. Cox],,,,False
artist-painter,per,Kenyon Coxes [Mrs. Cox],,,,False
artist-painter,per,[Mr. Isham],,,,False
,per,Miss Isham,,,,False
public figure,per,Mr. Garrison,,,,False
,per,Mrs. Kenyon Cox,,,,False
,per,Kenyon,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, Dec. 23, 1903",,,,False
artist-actor,per,Miss de Wolfe ,,,,False
,per,Gladys,,,,False
producer,per,Miss Marbury,,,,False
,per,Mr. Gregory,,,,False
public figure,per,Marchese di San Vito,,,,False
,per,Gayleys [Mr. Gayley],,,,False
,per,Gayleys [Mrs. Gayley],,,,False
,per,B. B.,exact,,B. B.,True
proper noun adjective,misc,American,,partial,Americans,True
,per,Mrs. Gayley,,,,False
,per,Mr. Gayley,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Miss Bustan,,,,False
businessman / public figure,per,Carnegie,,,,False
businessman / public figure,per,Schwab,,,,False
businessman / public figure,per,Carnegie,,,,False
businessman / public figure,per,Schwab,,,,False
,per,Mrs. Gayley,,,,False
proper noun adjective,misc,American ,,partial,America,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Thursday, Dec. 24, 1903",,,,False
artist-writer,per,Hutchins,,,,False
artist-writer / public figure,per,Mr. Cahan,,,,False
proper noun adjective,misc,Russian,,,,False
artist-writer,per,Zangwill,,,,False
,per,Fleischer,,partial,Rabbi Fleischer,False
,per,Senda,,,,False
,per,Bessie,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-actor,per,Elsie de Wolfe,,,,False
politial figure,per,Mr. Bourke Cochran,,,,False
artist-painter,per,Prince Trowbetskoi,,,,False
,per,Amélie Rives,,,,False
accommodation,loc,Ivy Cottage,,partial,Cottage,False
city,loc,Germantown,,,,False
,date,"Friday, Christmas Day",,,,False
,date,"[Dec. 25, 1904]",,,,False
,per,Wilson,exact,,Wilson,False
,per,Aunty Lill,,,,False
city,loc,Germantown,,,,False
,per,Alban,,,,False
,per,Emma,,,,False
,per,Aunty Lill,,,,False
,per,Alban,,,,False
,per,Aunty   ,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, Dec. 26, 1903",,,,False
artist-musician,per,David Bispham,,,,False
club,loc,Arts Club,,,,False
journalist,per,[Mr. Mather],,,,False
,per,Miss Mather,,,,False
,per,[Mr. Corbyn],,,,False
,per,Mrs. Corbyn,,,,False
artist-painter,per,Bryson Burroughs,,,,False
,per,Senda,,,,False
,per,Bessie,,,,False
neighborhood,loc,Flushing,,,,False
artist-painter,per,Bryson,,,,False
stained glass,misc,stained glass,,,,False
,per,Edith,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Sunday, Dec. 27, 1903",,,,False
public figure / businessman,per,[Mr. Laffan],,,,False
,per,Mrs. Laffan,,,,False
art collection,misc,[Laffan's collection of Asian art],,,,False
art described by region,misc,[Chinese things],,partial,Chinese,True
art described by region,misc,Japanese things,,partial,Japanese,True
,per,Johnsons [Mr. Johnson],,,,False
,per,Johnsons [Mrs. Johnson],,,,False
club,loc,Century,,,,False
,per,B. B.,exact,,B. B.,True
cultural heritage institutions,loc,Museum,exact,,Museum,True
artist-writer,per,Norman,,,,False
,per,Mrs. Lee,,,,False
,per,Putnams [Mr. Putnam],,,,False
,per,Putnams [Mrs. Putnam],,,,False
,per,Bernhard,exact,,Bernhard,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Monday, Dec. 28, 1903",,,,False
,per,Miss Isham,,,,False
,per,Mrs. Hewett,,,,False
artist-singer,per,Mrs. Blashfield,,,,False
artist-playwright,per,Bernard Shaw,,,,False
,per,Bernhard,exact,,Bernhard,False
artist-writer,per,Norman Hapgood,,,,False
neighborhood,loc,Brooklyn,,,,False
,per,Mrs. Field,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Tuesday, Dec. 29, 1903",,,,False
politial figure,per,Ray,,,,False
,misc,Mill’s Autobiography,,,,False
scholar / public figure,per,Mill,,partial,Millions,False
artist-painter,per,Mr. Jacacci,,,,False
,per,Florence <Dike> Reynolds,,,,False
,per,Miss George B. Gibbs,,,,False
,per,Mr. Kent,,,,False
scholar,per,[Mr. Perry],,,,False
,per,Mrs. Perry,,,,False
cultural heritage institution,loc,the Metropolitan,,,,False
artist-sculptor,per,Mr. Story,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Senda,,,,False
,per,Bessie,,,,False
,per,Halls [Mr. Hall],,,,False
,per,Halls [Mrs. Hall],,,,False
lawyer,per,Gans,,,,False
,per,Mr. Reynolds,,,,False
,per,Percy Griffin,,,,False
art critic,per,Steins [Mr. Stein],,,,False
,per,Steins [Mrs. Stein],,,,False
lawyer,per,Gans,,,,False
,per,Mr. Sternberger,,,,False
artist-writer,per,Zangwill,,,,False
lawyer,per,Mr. Gans,,,,False
restaurant,loc,Delmonico's,,,,False
accommodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, Dec. 30, 1903",,,,False
,per,Bond,exact,,Bond,False
business,loc,the Studios,,,,False
artist-sculptor,per,Edith Burroughs,,,,False
business,org,Tifgfany’s,,,,False
,per,Bernhard,exact,,Bernhard,False
,per,Mr. Britten,,,,False
,per,Mrs. Young,,,,False
artist-writer,per,Claude Phillips,,,,False
literary,per,Circe,,,,False
artist-actor,per,Duse,,,,False
country,loc,Samoa,,,,False
artist-writer,per,Stevenson,,,,False
artist-playwright,per,Bernard Shaw,,,,False
school,loc,Bryn Mawr,,,,False
artist-playwright,per,Bernard Shaw,,,,False
